gene_id,gene_symbol,split_name,rescue_positive_label,label_status,evidence_source_id,evidence_note
ENSG00000101199,ARFGAP1,train,0,unlabeled_background,,
ENSG00000101203,COL20A1,train,0,unlabeled_background,,
ENSG00000101204,CHRNA4,train,0,unlabeled_background,,
ENSG00000101210,EEF1A2,train,0,unlabeled_background,,
ENSG00000101213,PTK6,train,0,unlabeled_background,,
ENSG00000101216,GMEB2,train,0,unlabeled_background,,
ENSG00000101220,C20orf27,train,0,unlabeled_background,,
ENSG00000101222,SPEF1,test,0,unlabeled_background,,
ENSG00000101224,CDC25B,test,0,unlabeled_background,,
ENSG00000101236,RNF24,train,0,unlabeled_background,,
ENSG00000101246,ARFRP1,train,0,unlabeled_background,,
ENSG00000101247,NDUFAF5,validation,0,unlabeled_background,,
ENSG00000101255,TRIB3,test,0,unlabeled_background,,
ENSG00000101265,RASSF2,train,0,unlabeled_background,,
ENSG00000101266,CSNK2A1,train,0,unlabeled_background,,
ENSG00000101290,CDS2,train,0,unlabeled_background,,
ENSG00000101294,HM13,validation,0,unlabeled_background,,
ENSG00000101298,SNPH,train,0,unlabeled_background,,
ENSG00000101306,MYLK2,train,0,unlabeled_background,,
ENSG00000101310,SEC23B,test,0,unlabeled_background,,
ENSG00000101321,XKR7,train,0,unlabeled_background,,
ENSG00000101333,PLCB4,train,0,unlabeled_background,,
ENSG00000101335,MYL9,train,0,unlabeled_background,,
ENSG00000101337,TM9SF4,train,0,unlabeled_background,,
ENSG00000101343,CRNKL1,train,0,unlabeled_background,,
ENSG00000101346,POFUT1,train,0,unlabeled_background,,
ENSG00000101347,SAMHD1,train,0,unlabeled_background,,
ENSG00000101349,PAK7,test,0,unlabeled_background,,
ENSG00000101350,KIF3B,train,0,unlabeled_background,,
ENSG00000101353,MROH8,test,0,unlabeled_background,,
ENSG00000101361,NOP56,validation,0,unlabeled_background,,
ENSG00000101363,MANBAL,validation,0,unlabeled_background,,
ENSG00000101365,IDH3B,validation,0,unlabeled_background,,
ENSG00000101367,MAPRE1,validation,0,unlabeled_background,,
ENSG00000101384,JAG1,train,0,unlabeled_background,,
ENSG00000101391,CDK5RAP1,train,0,unlabeled_background,,
ENSG00000101400,SNTA1,test,0,unlabeled_background,,
ENSG00000101407,TTI1,train,0,unlabeled_background,,
ENSG00000101412,E2F1,train,0,unlabeled_background,,
ENSG00000101413,RPRD1B,train,0,unlabeled_background,,
ENSG00000101417,PXMP4,train,0,unlabeled_background,,
ENSG00000101421,CHMP4B,train,0,unlabeled_background,,
ENSG00000101438,SLC32A1,validation,1,named_positive,hribkova_2022_clozapine_rescue,Explicitly described as an additional transporter gene implicated in schizophrenia and clozapine response.
ENSG00000101439,CST3,test,0,unlabeled_background,,
ENSG00000101440,ASIP,train,0,unlabeled_background,,
ENSG00000101442,ACTR5,train,0,unlabeled_background,,
ENSG00000101444,AHCY,train,0,unlabeled_background,,
ENSG00000101445,PPP1R16B,train,0,unlabeled_background,,
ENSG00000101447,FAM83D,train,0,unlabeled_background,,
ENSG00000101452,DHX35,train,0,unlabeled_background,,
ENSG00000101457,DNTTIP1,train,0,unlabeled_background,,
ENSG00000101460,MAP1LC3A,train,0,unlabeled_background,,
ENSG00000101463,SYNDIG1,test,0,unlabeled_background,,
ENSG00000101464,PIGU,train,0,unlabeled_background,,
ENSG00000101473,ACOT8,train,0,unlabeled_background,,
ENSG00000101474,APMAP,train,0,unlabeled_background,,
ENSG00000101489,CELF4,train,0,unlabeled_background,,
ENSG00000101493,ZNF516,test,0,unlabeled_background,,
ENSG00000101542,CDH20,validation,0,unlabeled_background,,
ENSG00000101544,ADNP2,train,0,unlabeled_background,,
ENSG00000101546,RBFA,train,0,unlabeled_background,,
ENSG00000101557,USP14,train,0,unlabeled_background,,
ENSG00000101558,VAPA,train,0,unlabeled_background,,
ENSG00000101574,METTL4,train,0,unlabeled_background,,
ENSG00000101577,LPIN2,train,0,unlabeled_background,,
ENSG00000101596,SMCHD1,train,0,unlabeled_background,,
ENSG00000101605,MYOM1,test,0,unlabeled_background,,
ENSG00000101608,MYL12A,train,0,unlabeled_background,,
ENSG00000101624,CEP76,train,0,unlabeled_background,,
ENSG00000101638,ST8SIA5,test,0,unlabeled_background,,
ENSG00000101639,CEP192,train,0,unlabeled_background,,
ENSG00000101654,RNMT,train,0,unlabeled_background,,
ENSG00000101665,SMAD7,test,0,unlabeled_background,,
ENSG00000101670,LIPG,train,0,unlabeled_background,,
ENSG00000101680,LAMA1,train,0,unlabeled_background,,
ENSG00000101745,ANKRD12,validation,0,unlabeled_background,,
ENSG00000101746,NOL4,train,0,unlabeled_background,,
ENSG00000101751,POLI,train,0,unlabeled_background,,
ENSG00000101752,MIB1,train,0,unlabeled_background,,
ENSG00000101773,RBBP8,train,0,unlabeled_background,,
ENSG00000101782,RIOK3,train,0,unlabeled_background,,
ENSG00000101811,CSTF2,train,0,unlabeled_background,,
ENSG00000101825,MXRA5,train,0,unlabeled_background,,
ENSG00000101843,PSMD10,train,0,unlabeled_background,,
ENSG00000101844,ATG4A,train,0,unlabeled_background,,
ENSG00000101846,STS,test,0,unlabeled_background,,
ENSG00000101849,TBL1X,train,0,unlabeled_background,,
ENSG00000101850,GPR143,train,0,unlabeled_background,,
ENSG00000101856,PGRMC1,train,0,unlabeled_background,,
ENSG00000101868,POLA1,test,0,unlabeled_background,,
ENSG00000101871,MID1,validation,0,unlabeled_background,,
ENSG00000101882,NKAP,validation,0,unlabeled_background,,
ENSG00000101888,NXT2,validation,0,unlabeled_background,,
ENSG00000101901,ALG13,train,0,unlabeled_background,,
ENSG00000101911,PRPS2,train,0,unlabeled_background,,
ENSG00000101928,MOSPD1,test,0,unlabeled_background,,
ENSG00000101935,AMMECR1,train,0,unlabeled_background,,
ENSG00000101938,CHRDL1,train,0,unlabeled_background,,
ENSG00000101940,WDR13,train,0,unlabeled_background,,
ENSG00000101945,SUV39H1,train,0,unlabeled_background,,
ENSG00000101955,SRPX,train,0,unlabeled_background,,
ENSG00000101958,GLRA2,test,0,unlabeled_background,,
ENSG00000101966,XIAP,train,0,unlabeled_background,,
ENSG00000101972,STAG2,train,0,unlabeled_background,,
ENSG00000101974,ATP11C,train,0,unlabeled_background,,
ENSG00000101977,MCF2,train,0,unlabeled_background,,
ENSG00000101986,ABCD1,train,0,unlabeled_background,,
ENSG00000101997,CCDC22,train,0,unlabeled_background,,
ENSG00000102003,SYP,train,0,unlabeled_background,,
ENSG00000102007,PLP2,train,0,unlabeled_background,,
ENSG00000102024,PLS3,validation,0,unlabeled_background,,
ENSG00000102030,NAA10,validation,0,unlabeled_background,,
ENSG00000102032,RENBP,train,0,unlabeled_background,,
ENSG00000102034,ELF4,train,0,unlabeled_background,,
ENSG00000102038,SMARCA1,train,0,unlabeled_background,,
ENSG00000102043,MTMR8,train,0,unlabeled_background,,
ENSG00000102053,ZC3H12B,train,0,unlabeled_background,,
ENSG00000102054,RBBP7,train,0,unlabeled_background,,
ENSG00000102057,KCND1,train,0,unlabeled_background,,
ENSG00000102078,SLC25A14,train,0,unlabeled_background,,
ENSG00000102081,FMR1,train,0,unlabeled_background,,
ENSG00000102096,PIM2,validation,0,unlabeled_background,,
ENSG00000102098,SCML2,train,0,unlabeled_background,,
ENSG00000102100,SLC35A2,train,0,unlabeled_background,,
ENSG00000102103,PQBP1,validation,0,unlabeled_background,,
ENSG00000102109,PCSK1N,train,0,unlabeled_background,,
ENSG00000102119,EMD,train,0,unlabeled_background,,
ENSG00000102125,TAZ,train,0,unlabeled_background,,
ENSG00000102144,PGK1,train,0,unlabeled_background,,
ENSG00000102158,MAGT1,validation,0,unlabeled_background,,
ENSG00000102172,SMS,train,0,unlabeled_background,,
ENSG00000102174,PHEX,train,0,unlabeled_background,,
ENSG00000102178,UBL4A,train,0,unlabeled_background,,
ENSG00000102181,CD99L2,test,0,unlabeled_background,,
ENSG00000102189,EEA1,train,0,unlabeled_background,,
ENSG00000102218,RP2,validation,0,unlabeled_background,,
ENSG00000102221,PHF16,train,0,unlabeled_background,,
ENSG00000102225,CDK16,train,0,unlabeled_background,,
ENSG00000102226,USP11,train,0,unlabeled_background,,
ENSG00000102230,PCYT1B,validation,0,unlabeled_background,,
ENSG00000102241,HTATSF1,train,0,unlabeled_background,,
ENSG00000102265,TIMP1,train,0,unlabeled_background,,
ENSG00000102271,KLHL4,train,0,unlabeled_background,,
ENSG00000102290,PCDH11X,train,0,unlabeled_background,,
ENSG00000102302,FGD1,train,0,unlabeled_background,,
ENSG00000102309,PIN4,train,0,unlabeled_background,,
ENSG00000102312,PORCN,train,0,unlabeled_background,,
ENSG00000102316,MAGED2,train,0,unlabeled_background,,
ENSG00000102317,RBM3,test,0,unlabeled_background,,
ENSG00000102349,KLF8,train,0,unlabeled_background,,
ENSG00000102359,SRPX2,train,0,unlabeled_background,,
ENSG00000102362,SYTL4,train,0,unlabeled_background,,
ENSG00000102383,ZDHHC15,train,0,unlabeled_background,,
ENSG00000102384,CENPI,train,0,unlabeled_background,,
ENSG00000102385,DRP2,validation,0,unlabeled_background,,
ENSG00000102390,PBDC1,test,0,unlabeled_background,,
ENSG00000102393,GLA,test,0,unlabeled_background,,
ENSG00000102401,ARMCX3,train,0,unlabeled_background,,
ENSG00000102409,BEX4,train,0,unlabeled_background,,
ENSG00000102452,NALCN,train,0,unlabeled_background,,
ENSG00000102466,FGF14,train,0,unlabeled_background,,
ENSG00000102468,HTR2A,train,0,unlabeled_background,,
ENSG00000102471,NDFIP2,train,0,unlabeled_background,,
ENSG00000102531,FNDC3A,train,0,unlabeled_background,,
ENSG00000102543,CDADC1,validation,0,unlabeled_background,,
ENSG00000102547,CAB39L,validation,0,unlabeled_background,,
ENSG00000102554,KLF5,test,0,unlabeled_background,,
ENSG00000102572,STK24,train,0,unlabeled_background,,
ENSG00000102575,ACP5,train,0,unlabeled_background,,
ENSG00000102580,DNAJC3,train,0,unlabeled_background,,
ENSG00000102595,UGGT2,test,0,unlabeled_background,,
ENSG00000102606,ARHGEF7,train,0,unlabeled_background,,
ENSG00000102678,FGF9,train,0,unlabeled_background,,
ENSG00000102683,SGCG,train,0,unlabeled_background,,
ENSG00000102699,PARP4,test,0,unlabeled_background,,
ENSG00000102710,SUPT20H,train,0,unlabeled_background,,
ENSG00000102738,MRPS31,train,0,unlabeled_background,,
ENSG00000102743,SLC25A15,train,0,unlabeled_background,,
ENSG00000102753,KPNA3,train,0,unlabeled_background,,
ENSG00000102760,RGCC,train,0,unlabeled_background,,
ENSG00000102763,VWA8,train,0,unlabeled_background,,
ENSG00000102780,DGKH,train,0,unlabeled_background,,
ENSG00000102781,KATNAL1,train,0,unlabeled_background,,
ENSG00000102786,INTS6,test,0,unlabeled_background,,
ENSG00000102796,DHRS12,train,0,unlabeled_background,,
ENSG00000102804,TSC22D1,test,0,unlabeled_background,,
ENSG00000102805,CLN5,validation,0,unlabeled_background,,
ENSG00000102858,MGRN1,train,0,unlabeled_background,,
ENSG00000102870,ZNF629,train,0,unlabeled_background,,
ENSG00000102871,TRADD,train,0,unlabeled_background,,
ENSG00000102878,HSF4,validation,0,unlabeled_background,,
ENSG00000102879,CORO1A,train,0,unlabeled_background,,
ENSG00000102882,MAPK3,test,0,unlabeled_background,,
ENSG00000102886,GDPD3,train,0,unlabeled_background,,
ENSG00000102890,ELMO3,validation,0,unlabeled_background,,
ENSG00000102893,PHKB,train,0,unlabeled_background,,
ENSG00000102897,LYRM1,validation,0,unlabeled_background,,
ENSG00000102898,NUTF2,test,0,unlabeled_background,,
ENSG00000102900,NUP93,train,0,unlabeled_background,,
ENSG00000102901,CENPT,train,0,unlabeled_background,,
ENSG00000102904,TSNAXIP1,test,0,unlabeled_background,,
ENSG00000102908,NFAT5,train,0,unlabeled_background,,
ENSG00000102910,LONP2,train,0,unlabeled_background,,
ENSG00000102921,N4BP1,train,0,unlabeled_background,,
ENSG00000102924,CBLN1,train,0,unlabeled_background,,
ENSG00000102931,ARL2BP,train,0,unlabeled_background,,
ENSG00000102934,PLLP,train,0,unlabeled_background,,
ENSG00000102935,ZNF423,train,0,unlabeled_background,,
ENSG00000102967,DHODH,train,0,unlabeled_background,,
ENSG00000102974,CTCF,train,0,unlabeled_background,,
ENSG00000102977,ACD,train,0,unlabeled_background,,
ENSG00000102978,POLR2C,train,0,unlabeled_background,,
ENSG00000102981,PARD6A,train,0,unlabeled_background,,
ENSG00000102984,ZNF821,validation,0,unlabeled_background,,
ENSG00000102996,MMP15,train,0,unlabeled_background,,
ENSG00000103005,USB1,train,0,unlabeled_background,,
ENSG00000103018,CYB5B,train,0,unlabeled_background,,
ENSG00000103021,CCDC113,test,0,unlabeled_background,,
ENSG00000103024,NME3,train,0,unlabeled_background,,
ENSG00000103034,NDRG4,test,0,unlabeled_background,,
ENSG00000103035,PSMD7,test,0,unlabeled_background,,
ENSG00000103037,SETD6,test,0,unlabeled_background,,
ENSG00000103042,SLC38A7,train,0,unlabeled_background,,
ENSG00000103043,VAC14,train,0,unlabeled_background,,
ENSG00000103044,HAS3,train,0,unlabeled_background,,
ENSG00000103047,TANGO6,validation,0,unlabeled_background,,
ENSG00000103051,COG4,train,0,unlabeled_background,,
ENSG00000103056,SMPD3,test,0,unlabeled_background,,
ENSG00000103061,SLC7A6OS,train,0,unlabeled_background,,
ENSG00000103064,SLC7A6,train,0,unlabeled_background,,
ENSG00000103066,PLA2G15,test,0,unlabeled_background,,
ENSG00000103067,ESRP2,train,0,unlabeled_background,,
ENSG00000103091,WDR59,test,0,unlabeled_background,,
ENSG00000103111,MON1B,train,0,unlabeled_background,,
ENSG00000103121,CMC2,train,0,unlabeled_background,,
ENSG00000103126,AXIN1,test,0,unlabeled_background,,
ENSG00000103145,HCFC1R1,test,0,unlabeled_background,,
ENSG00000103148,NPRL3,train,0,unlabeled_background,,
ENSG00000103150,MLYCD,train,0,unlabeled_background,,
ENSG00000103152,MPG,train,0,unlabeled_background,,
ENSG00000103154,NECAB2,train,0,unlabeled_background,,
ENSG00000103160,HSDL1,train,0,unlabeled_background,,
ENSG00000103168,TAF1C,train,0,unlabeled_background,,
ENSG00000103174,NAGPA,train,0,unlabeled_background,,
ENSG00000103175,WFDC1,train,0,unlabeled_background,,
ENSG00000103184,SEC14L5,train,0,unlabeled_background,,
ENSG00000103187,COTL1,train,0,unlabeled_background,,
ENSG00000103194,USP10,train,0,unlabeled_background,,
ENSG00000103196,CRISPLD2,train,0,unlabeled_background,,
ENSG00000103197,TSC2,train,0,unlabeled_background,,
ENSG00000103199,ZNF500,test,0,unlabeled_background,,
ENSG00000103202,NME4,train,0,unlabeled_background,,
ENSG00000103222,ABCC1,train,0,unlabeled_background,,
ENSG00000103226,NOMO3,train,0,unlabeled_background,,
ENSG00000103227,LMF1,train,0,unlabeled_background,,
ENSG00000103245,NARFL,train,0,unlabeled_background,,
ENSG00000103248,MTHFSD,train,0,unlabeled_background,,
ENSG00000103249,CLCN7,train,0,unlabeled_background,,
ENSG00000103253,HAGHL,train,0,unlabeled_background,,
ENSG00000103254,FAM173A,train,0,unlabeled_background,,
ENSG00000103257,SLC7A5,train,0,unlabeled_background,,
ENSG00000103260,METRN,train,0,unlabeled_background,,
ENSG00000103264,FBXO31,train,0,unlabeled_background,,
ENSG00000103266,STUB1,train,0,unlabeled_background,,
ENSG00000103269,RHBDL1,train,0,unlabeled_background,,
ENSG00000103274,NUBP1,train,0,unlabeled_background,,
ENSG00000103275,UBE2I,train,0,unlabeled_background,,
ENSG00000103319,EEF2K,train,0,unlabeled_background,,
ENSG00000103326,CAPN15,train,0,unlabeled_background,,
ENSG00000103335,PIEZO1,test,0,unlabeled_background,,
ENSG00000103342,GSPT1,train,0,unlabeled_background,,
ENSG00000103343,ZNF174,validation,0,unlabeled_background,,
ENSG00000103351,CLUAP1,validation,0,unlabeled_background,,
ENSG00000103353,UBFD1,train,0,unlabeled_background,,
ENSG00000103356,EARS2,train,0,unlabeled_background,,
ENSG00000103363,TCEB2,validation,0,unlabeled_background,,
ENSG00000103365,GGA2,train,0,unlabeled_background,,
ENSG00000103381,CPPED1,validation,0,unlabeled_background,,
ENSG00000103404,USP31,test,0,unlabeled_background,,
ENSG00000103415,HMOX2,train,0,unlabeled_background,,
ENSG00000103423,DNAJA3,train,0,unlabeled_background,,
ENSG00000103429,BFAR,train,0,unlabeled_background,,
ENSG00000103449,SALL1,train,0,unlabeled_background,,
ENSG00000103460,TOX3,test,0,unlabeled_background,,
ENSG00000103479,RBL2,test,0,unlabeled_background,,
ENSG00000103485,QPRT,train,0,unlabeled_background,,
ENSG00000103489,XYLT1,train,0,unlabeled_background,,
ENSG00000103494,RPGRIP1L,train,0,unlabeled_background,,
ENSG00000103495,MAZ,train,0,unlabeled_background,,
ENSG00000103496,STX4,test,0,unlabeled_background,,
ENSG00000103502,CDIPT,train,0,unlabeled_background,,
ENSG00000103507,BCKDK,train,0,unlabeled_background,,
ENSG00000103510,KAT8,train,0,unlabeled_background,,
ENSG00000103512,NOMO1,train,0,unlabeled_background,,
ENSG00000103528,SYT17,train,0,unlabeled_background,,
ENSG00000103540,CCP110,validation,0,unlabeled_background,,
ENSG00000103544,C16orf62,train,0,unlabeled_background,,
ENSG00000103549,RNF40,train,0,unlabeled_background,,
ENSG00000103550,KNOP1,test,0,unlabeled_background,,
ENSG00000103591,AAGAB,train,0,unlabeled_background,,
ENSG00000103599,IQCH,train,0,unlabeled_background,,
ENSG00000103642,LACTB,train,0,unlabeled_background,,
ENSG00000103647,CORO2B,validation,0,unlabeled_background,,
ENSG00000103653,CSK,train,0,unlabeled_background,,
ENSG00000103657,HERC1,train,0,unlabeled_background,,
ENSG00000103671,TRIP4,train,0,unlabeled_background,,
ENSG00000103707,MTFMT,train,0,unlabeled_background,,
ENSG00000103723,AP3B2,train,0,unlabeled_background,,
ENSG00000103740,ACSBG1,train,0,unlabeled_background,,
ENSG00000103742,IGDCC4,train,0,unlabeled_background,,
ENSG00000103769,RAB11A,train,0,unlabeled_background,,
ENSG00000103811,CTSH,train,0,unlabeled_background,,
ENSG00000103852,TTC23,validation,0,unlabeled_background,,
ENSG00000103855,CD276,train,0,unlabeled_background,,
ENSG00000103876,FAH,train,0,unlabeled_background,,
ENSG00000103888,KIAA1199,train,0,unlabeled_background,,
ENSG00000103932,RPAP1,train,0,unlabeled_background,,
ENSG00000103942,HOMER2,test,0,unlabeled_background,,
ENSG00000103966,EHD4,train,0,unlabeled_background,,
ENSG00000103978,TMEM87A,validation,0,unlabeled_background,,
ENSG00000103994,ZNF106,train,0,unlabeled_background,,
ENSG00000103995,CEP152,test,0,unlabeled_background,,
ENSG00000104044,OCA2,train,0,unlabeled_background,,
ENSG00000104047,DTWD1,train,0,unlabeled_background,,
ENSG00000104059,FAM189A1,train,0,unlabeled_background,,
ENSG00000104064,GABPB1,train,0,unlabeled_background,,
ENSG00000104067,TJP1,validation,0,unlabeled_background,,
ENSG00000104081,BMF,test,0,unlabeled_background,,
ENSG00000104093,DMXL2,train,0,unlabeled_background,,
ENSG00000104112,SCG3,train,0,unlabeled_background,,
ENSG00000104129,DNAJC17,train,0,unlabeled_background,,
ENSG00000104131,EIF3J,train,0,unlabeled_background,,
ENSG00000104133,SPG11,validation,0,unlabeled_background,,
ENSG00000104142,VPS18,test,0,unlabeled_background,,
ENSG00000104147,OIP5,validation,0,unlabeled_background,,
ENSG00000104154,SLC30A4,test,0,unlabeled_background,,
ENSG00000104164,BLOC1S6,train,0,unlabeled_background,,
ENSG00000104177,MYEF2,train,0,unlabeled_background,,
ENSG00000104205,SGK3,train,0,unlabeled_background,,
ENSG00000104213,PDGFRL,validation,0,unlabeled_background,,
ENSG00000104218,CSPP1,test,0,unlabeled_background,,
ENSG00000104219,ZDHHC2,train,0,unlabeled_background,,
ENSG00000104221,BRF2,validation,0,unlabeled_background,,
ENSG00000104228,TRIM35,train,0,unlabeled_background,,
ENSG00000104231,ZFAND1,train,0,unlabeled_background,,
ENSG00000104267,CA2,train,0,unlabeled_background,,
ENSG00000104290,FZD3,train,0,unlabeled_background,,
ENSG00000104299,INTS9,train,0,unlabeled_background,,
ENSG00000104312,RIPK2,train,0,unlabeled_background,,
ENSG00000104313,EYA1,train,0,unlabeled_background,,
ENSG00000104320,NBN,validation,0,unlabeled_background,,
ENSG00000104324,CPQ,train,0,unlabeled_background,,
ENSG00000104325,DECR1,train,0,unlabeled_background,,
ENSG00000104327,CALB1,train,0,unlabeled_background,,
ENSG00000104331,IMPAD1,train,0,unlabeled_background,,
ENSG00000104332,SFRP1,test,0,unlabeled_background,,
ENSG00000104341,LAPTM4B,train,0,unlabeled_background,,
ENSG00000104343,UBE2W,train,0,unlabeled_background,,
ENSG00000104356,POP1,train,0,unlabeled_background,,
ENSG00000104361,NIPAL2,train,0,unlabeled_background,,
ENSG00000104365,IKBKB,train,0,unlabeled_background,,
ENSG00000104368,PLAT,train,0,unlabeled_background,,
ENSG00000104369,JPH1,train,0,unlabeled_background,,
ENSG00000104375,STK3,validation,0,unlabeled_background,,
ENSG00000104381,GDAP1,train,0,unlabeled_background,,
ENSG00000104388,RAB2A,validation,0,unlabeled_background,,
ENSG00000104408,EIF3E,train,0,unlabeled_background,,
ENSG00000104412,EMC2,validation,0,unlabeled_background,,
ENSG00000104419,NDRG1,validation,0,unlabeled_background,,
ENSG00000104427,ZC2HC1A,train,0,unlabeled_background,,
ENSG00000104432,IL7,validation,0,unlabeled_background,,
ENSG00000104435,STMN2,train,0,unlabeled_background,,
ENSG00000104442,ARMC1,test,0,unlabeled_background,,
ENSG00000104447,TRPS1,train,0,unlabeled_background,,
ENSG00000104450,SPAG1,train,0,unlabeled_background,,
ENSG00000104472,CHRAC1,train,0,unlabeled_background,,
ENSG00000104490,NCALD,train,0,unlabeled_background,,
ENSG00000104497,SNX16,train,0,unlabeled_background,,
ENSG00000104517,UBR5,train,0,unlabeled_background,,
ENSG00000104522,TSTA3,train,0,unlabeled_background,,
ENSG00000104524,PYCRL,train,0,unlabeled_background,,
ENSG00000104529,EEF1D,train,0,unlabeled_background,,
ENSG00000104537,ANXA13,train,0,unlabeled_background,,
ENSG00000104549,SQLE,test,0,unlabeled_background,,
ENSG00000104613,INTS10,train,0,unlabeled_background,,
ENSG00000104626,ERI1,validation,0,unlabeled_background,,
ENSG00000104635,SLC39A14,train,0,unlabeled_background,,
ENSG00000104643,MTMR9,train,0,unlabeled_background,,
ENSG00000104660,LEPROTL1,train,0,unlabeled_background,,
ENSG00000104671,DCTN6,validation,0,unlabeled_background,,
ENSG00000104679,R3HCC1,test,0,unlabeled_background,,
ENSG00000104687,GSR,test,0,unlabeled_background,,
ENSG00000104691,UBXN8,train,0,unlabeled_background,,
ENSG00000104695,PPP2CB,train,0,unlabeled_background,,
ENSG00000104714,ERICH1,train,0,unlabeled_background,,
ENSG00000104722,NEFM,train,0,unlabeled_background,,
ENSG00000104723,TUSC3,train,0,unlabeled_background,,
ENSG00000104725,NEFL,train,0,unlabeled_background,,
ENSG00000104728,ARHGEF10,train,0,unlabeled_background,,
ENSG00000104731,KLHDC4,train,0,unlabeled_background,,
ENSG00000104738,MCM4,train,0,unlabeled_background,,
ENSG00000104756,KCTD9,test,0,unlabeled_background,,
ENSG00000104763,ASAH1,train,0,unlabeled_background,,
ENSG00000104765,BNIP3L,train,0,unlabeled_background,,
ENSG00000104774,MAN2B1,test,0,unlabeled_background,,
ENSG00000104805,NUCB1,train,0,unlabeled_background,,
ENSG00000104812,GYS1,train,0,unlabeled_background,,
ENSG00000104823,ECH1,validation,0,unlabeled_background,,
ENSG00000104824,HNRNPL,train,0,unlabeled_background,,
ENSG00000104825,NFKBIB,train,0,unlabeled_background,,
ENSG00000104833,TUBB4A,test,0,unlabeled_background,,
ENSG00000104835,SARS2,test,0,unlabeled_background,,
ENSG00000104852,SNRNP70,validation,0,unlabeled_background,,
ENSG00000104853,CLPTM1,train,0,unlabeled_background,,
ENSG00000104856,RELB,train,0,unlabeled_background,,
ENSG00000104859,CLASRP,train,0,unlabeled_background,,
ENSG00000104863,LIN7B,train,0,unlabeled_background,,
ENSG00000104866,PPP1R37,validation,0,unlabeled_background,,
ENSG00000104870,FCGRT,train,0,unlabeled_background,,
ENSG00000104872,PIH1D1,validation,0,unlabeled_background,,
ENSG00000104879,CKM,validation,0,unlabeled_background,,
ENSG00000104880,ARHGEF18,train,0,unlabeled_background,,
ENSG00000104881,PPP1R13L,train,0,unlabeled_background,,
ENSG00000104883,PEX11G,validation,0,unlabeled_background,,
ENSG00000104884,ERCC2,train,0,unlabeled_background,,
ENSG00000104885,DOT1L,train,0,unlabeled_background,,
ENSG00000104886,PLEKHJ1,train,0,unlabeled_background,,
ENSG00000104888,SLC17A7,test,0,unlabeled_background,,
ENSG00000104889,RNASEH2A,train,0,unlabeled_background,,
ENSG00000104894,CD37,test,0,unlabeled_background,,
ENSG00000104897,SF3A2,train,0,unlabeled_background,,
ENSG00000104899,AMH,train,0,unlabeled_background,,
ENSG00000104901,DKKL1,test,0,unlabeled_background,,
ENSG00000104903,LYL1,validation,0,unlabeled_background,,
ENSG00000104904,OAZ1,train,0,unlabeled_background,,
ENSG00000104907,TRMT1,train,0,unlabeled_background,,
ENSG00000104915,STX10,train,0,unlabeled_background,,
ENSG00000104936,DMPK,train,0,unlabeled_background,,
ENSG00000104946,TBC1D17,train,0,unlabeled_background,,
ENSG00000104957,CCDC130,train,0,unlabeled_background,,
ENSG00000104960,PTOV1,test,0,unlabeled_background,,
ENSG00000104964,AES,test,0,unlabeled_background,,
ENSG00000104967,NOVA2,train,0,unlabeled_background,,
ENSG00000104969,SGTA,train,0,unlabeled_background,,
ENSG00000104973,MED25,train,0,unlabeled_background,,
ENSG00000104976,SNAPC2,test,0,unlabeled_background,,
ENSG00000104979,C19orf53,validation,0,unlabeled_background,,
ENSG00000104980,TIMM44,validation,0,unlabeled_background,,
ENSG00000104983,CCDC61,train,0,unlabeled_background,,
ENSG00000104998,IL27RA,test,0,unlabeled_background,,
ENSG00000105011,ASF1B,train,0,unlabeled_background,,
ENSG00000105048,TNNT1,test,0,unlabeled_background,,
ENSG00000105053,VRK3,train,0,unlabeled_background,,
ENSG00000105058,FAM32A,train,0,unlabeled_background,,
ENSG00000105063,PPP6R1,train,0,unlabeled_background,,
ENSG00000105072,C19orf44,train,0,unlabeled_background,,
ENSG00000105085,MED26,train,0,unlabeled_background,,
ENSG00000105088,OLFM2,train,0,unlabeled_background,,
ENSG00000105127,AKAP8,train,0,unlabeled_background,,
ENSG00000105135,ILVBL,train,0,unlabeled_background,,
ENSG00000105136,ZNF419,train,0,unlabeled_background,,
ENSG00000105137,SYDE1,train,0,unlabeled_background,,
ENSG00000105143,SLC1A6,train,0,unlabeled_background,,
ENSG00000105146,AURKC,train,0,unlabeled_background,,
ENSG00000105171,POP4,train,0,unlabeled_background,,
ENSG00000105173,CCNE1,train,0,unlabeled_background,,
ENSG00000105176,URI1,train,0,unlabeled_background,,
ENSG00000105185,PDCD5,train,0,unlabeled_background,,
ENSG00000105186,ANKRD27,train,0,unlabeled_background,,
ENSG00000105193,RPS16,train,0,unlabeled_background,,
ENSG00000105197,TIMM50,validation,0,unlabeled_background,,
ENSG00000105202,FBL,validation,0,unlabeled_background,,
ENSG00000105204,DYRK1B,validation,0,unlabeled_background,,
ENSG00000105220,GPI,test,0,unlabeled_background,,
ENSG00000105221,AKT2,validation,0,unlabeled_background,,
ENSG00000105223,PLD3,test,0,unlabeled_background,,
ENSG00000105227,PRX,train,0,unlabeled_background,,
ENSG00000105229,PIAS4,test,0,unlabeled_background,,
ENSG00000105245,NUMBL,validation,0,unlabeled_background,,
ENSG00000105248,CCDC94,train,0,unlabeled_background,,
ENSG00000105251,SHD,train,0,unlabeled_background,,
